,location,size,total_sqft,bath,price,bhk,price_per_sqft
9893,Marathahalli,3 BHK,1550.0,3.0,85.0,3,5483
9894,Hoodi,3 BHK,1715.0,2.0,100.0,3,5830
9895,Hennur Road,2 BHK,1053.0,2.0,53.0,2,5033
9896,Begur Road,3 Bedroom,1200.0,3.0,50.0,3,4166
9897,HBR Layout,3 Bedroom,1800.0,2.0,230.0,3,12777
9898,Chikkabanavar,5 Bedroom,2400.0,4.0,97.0,5,4041
9899,other,2 BHK,1245.0,1.0,60.0,2,4819
9900,Koramangala,2 BHK,1320.0,2.0,160.0,2,12121
9901,Whitefield,4 Bedroom,3940.0,5.0,265.0,4,6725
9902,Thanisandra,3 BHK,1241.0,2.0,65.0,3,5237
9903,7th Phase JP Nagar,3 BHK,2980.0,4.0,260.0,3,8724
9904,other,6 Bedroom,600.0,5.0,130.0,6,21666
9905,Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,57.0,2,5229
9906,other,3 BHK,1390.0,2.0,50.0,3,3597
9907,other,8 Bedroom,600.0,4.0,175.0,8,29166
9908,other,3 BHK,2750.0,5.0,275.0,3,10000
9909,Kanakpura Road,3 BHK,1100.0,2.0,52.97,3,4815
9910,Koramangala,2 BHK,1350.0,2.0,103.0,2,7629
9911,other,2 BHK,800.0,2.0,55.0,2,6875
9912,Sarjapur  Road,3 BHK,1787.0,3.0,116.0,3,6491
9913,BTM Layout,3 BHK,2400.0,3.0,220.0,3,9166
9914,Haralur Road,4 BHK,3700.0,4.0,325.0,4,8783
9915,Sarjapur  Road,3 BHK,1691.0,3.0,93.01,3,5500
9916,Bhoganhalli,4 BHK,2119.0,4.0,111.0,4,5238
9917,Chikka Tirupathi,3 Bedroom,2325.0,3.0,95.0,3,4086
9918,other,5 Bedroom,570.0,5.0,80.0,5,14035
9919,Akshaya Nagar,3 BHK,1896.0,3.0,102.0,3,5379
9920,Banashankari Stage V,3 BHK,1540.0,3.0,48.51,3,3150
9921,other,2 BHK,1244.0,2.0,95.0,2,7636
9922,Hormavu,3 BHK,1365.0,2.0,65.0,3,4761
9923,Thanisandra,1 BHK,580.0,1.0,27.5,1,4741
9924,Hebbal,3 BHK,1355.0,3.0,83.87,3,6189
9925,other,3 Bedroom,1500.0,4.0,180.0,3,12000
9926,8th Phase JP Nagar,2 BHK,1513.0,2.0,62.0,2,4097
9927,Banashankari,2 BHK,1175.0,2.0,41.13,2,3500
9928,Thanisandra,3 BHK,2087.0,4.0,139.0,3,6660
9929,Talaghattapura,3 BHK,2273.0,3.0,145.0,3,6379
9930,Thanisandra,3 BHK,2050.0,3.0,150.0,3,7317
9931,other,2 Bedroom,1200.0,2.0,75.0,2,6250
9932,Whitefield,2 BHK,1190.0,2.0,59.0,2,4957
9933,Kodigehalli,4 BHK,600.0,3.0,85.0,4,14166
9934,Marathahalli,2 BHK,1019.0,2.0,49.86,2,4893
9935,Thigalarapalya,3 BHK,1830.0,3.0,133.0,3,7267
9936,Channasandra,7 Bedroom,4278.0,7.0,299.0,7,6989
9937,Sarjapur  Road,2 BHK,1028.0,2.0,56.0,2,5447
9938,Old Madras Road,2 BHK,1300.0,2.0,100.0,2,7692
9939,Whitefield,2 BHK,1160.0,2.0,67.0,2,5775
9940,Mahadevpura,3 BHK,1505.0,3.0,78.0,3,5182
9941,Kogilu,2 BHK,1250.0,2.0,55.55,2,4444
9942,other,1 Bedroom,400.0,2.0,50.0,1,12500
9943,Sarjapur,2 BHK,1175.0,2.0,41.68,2,3547
9944,other,2 BHK,1100.0,2.0,57.6,2,5236
9945,other,3 BHK,2159.0,3.0,120.0,3,5558
9946,Devanahalli,2 BHK,1230.0,2.0,56.45,2,4589
9947,other,3 Bedroom,1200.0,4.0,180.0,3,15000
9948,other,5 Bedroom,3100.0,6.0,165.0,5,5322
9949,Old Madras Road,5 BHK,5020.0,7.0,287.0,5,5717
9950,other,1 Bedroom,1200.0,1.0,48.0,1,4000
9951,other,2 BHK,1340.0,2.0,71.0,2,5298
9952,Banashankari,3 BHK,1750.0,2.0,89.0,3,5085
9953,Banashankari Stage II,2 BHK,1400.0,2.0,100.0,2,7142
9954,Nagarbhavi,3 BHK,1350.0,3.0,60.0,3,4444
9955,other,3 BHK,1675.0,3.0,62.0,3,3701
9956,Thanisandra,2 BHK,1340.0,2.0,66.33,2,4950
9957,Malleshwaram,2 Bedroom,600.0,1.0,68.0,2,11333
9958,Hulimavu,2 BHK,1276.0,2.0,76.0,2,5956
9959,Ramagondanahalli,3 BHK,1738.0,2.0,76.0,3,4372
9960,other,2 BHK,1190.0,2.0,59.9,2,5033
9961,Electronic City,2 BHK,1128.0,2.0,65.45,2,5802
9962,other,2 BHK,1250.0,2.0,55.0,2,4400
9963,other,2 BHK,1450.0,2.0,90.0,2,6206
9964,Kudlu,2 BHK,1084.0,2.0,53.0,2,4889
9965,Kaggadasapura,4 BHK,2150.0,4.0,90.0,4,4186
9966,Koramangala,4 Bedroom,6000.0,4.0,625.0,4,10416
9967,Nagarbhavi,4 Bedroom,600.0,3.0,77.0,4,12833
9968,Hosur Road,2 BHK,1250.0,2.0,65.0,2,5200
9969,Seegehalli,3 Bedroom,2400.0,4.0,240.0,3,10000
9970,Begur,3 BHK,1304.0,3.0,65.0,3,4984
9971,Rajaji Nagar,3 BHK,1640.0,3.0,268.0,3,16341
9972,7th Phase JP Nagar,2 BHK,980.0,2.0,77.44,2,7902
9973,other,2 BHK,1275.0,2.0,49.5,2,3882
9974,other,1 Bedroom,10030.0,1.0,150.0,1,1495
9975,Banjara Layout,3 Bedroom,2500.0,4.0,140.0,3,5600
9976,other,4 Bedroom,3600.0,4.0,225.0,4,6250
9977,Anekal,3 Bedroom,2400.0,4.0,95.0,3,3958
9978,other,3 BHK,2300.0,3.0,280.0,3,12173
9979,Kanakpura Road,3 BHK,1450.0,2.0,70.18,3,4840
9980,Electronic City,2 BHK,890.0,2.0,40.0,2,4494
9981,Bannerghatta Road,2 BHK,1340.0,2.0,85.0,2,6343
9982,Vidyaranyapura,3 BHK,1100.0,2.0,75.0,3,6818
9983,Kengeri,2 BHK,750.0,2.0,40.0,2,5333
9984,Basaveshwara Nagar,4 Bedroom,700.0,4.0,125.0,4,17857
9985,Akshaya Nagar,2 BHK,1300.0,2.0,66.0,2,5076
9986,HRBR Layout,2 BHK,1301.0,2.0,120.0,2,9223
9987,other,9 Bedroom,3200.0,8.0,130.0,9,4062
9988,other,3 Bedroom,1900.0,2.0,92.0,3,4842
9989,Kanakpura Road,2 BHK,1299.0,2.0,105.0,2,8083
9990,other,3 BHK,1250.0,3.0,40.0,3,3200
9991,Whitefield,4 Bedroom,1600.0,4.0,300.0,4,18750
9992,other,2 BHK,925.0,2.0,55.0,2,5945
9993,other,3 Bedroom,3900.0,3.0,250.0,3,6410
9994,Uttarahalli,2 BHK,1107.0,2.0,45.0,2,4065
9995,other,2 Bedroom,1400.0,2.0,160.0,2,11428
9996,Electronics City Phase 1,2 BHK,1300.0,2.0,67.0,2,5153
9997,Yeshwanthpur,2 BHK,570.0,2.0,62.0,2,10877
9998,other,3 BHK,1715.0,3.0,95.0,3,5539
9999,Uttarahalli,2 BHK,1200.0,2.0,55.0,2,4583
10000,other,6 Bedroom,1200.0,5.0,280.0,6,23333
10001,other,2 BHK,703.0,2.0,60.0,2,8534
10002,Talaghattapura,2 BHK,921.0,2.0,29.47,2,3199
10003,Marathahalli,2 BHK,1144.0,2.0,65.0,2,5681
10004,Kanakpura Road,1 BHK,525.0,1.0,26.01,1,4954
10005,other,3 BHK,1400.0,2.0,56.0,3,4000
10006,Balagere,1 BHK,661.0,1.0,33.0,1,4992
10007,other,6 Bedroom,1200.0,6.0,160.0,6,13333
10008,Kengeri Satellite Town,5 BHK,1200.0,5.0,70.0,5,5833
10009,Yelahanka,3 BHK,1705.0,3.0,91.0,3,5337
10010,other,5 Bedroom,1035.0,5.0,170.0,5,16425
10011,Kadugodi,3 BHK,1430.0,2.0,55.0,3,3846
10012,Marathahalli,2 BHK,1240.0,2.0,55.0,2,4435
10013,Garudachar Palya,3 BHK,1325.0,2.0,60.8,3,4588
10014,Thanisandra,2 BHK,1230.0,2.0,44.0,2,3577
10015,Electronics City Phase 1,2 BHK,1000.0,2.0,28.0,2,2800
10016,other,4 Bedroom,740.0,2.0,24.5,4,3310
10017,Uttarahalli,3 BHK,1330.0,2.0,46.45,3,3492
10018,Sarjapur  Road,4 BHK,3005.0,5.0,275.0,4,9151
10019,Shivaji Nagar,3 BHK,1300.0,3.0,170.0,3,13076
10020,Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700
10021,Kengeri Satellite Town,4 Bedroom,936.0,2.0,60.84,4,6500
10022,Banashankari Stage III,3 BHK,1500.0,2.0,100.0,3,6666
10023,Kodigehalli,3 Bedroom,1200.0,4.0,156.0,3,13000
10024,Cox Town,2 BHK,1073.0,2.0,72.0,2,6710
10025,Kudlu,2 BHK,1300.0,2.0,56.0,2,4307
10026,Sarjapur,4 Bedroom,4201.0,4.0,435.0,4,10354
10027,Electronic City,2 BHK,1065.0,2.0,30.75,2,2887
10028,Whitefield,2 BHK,1216.0,2.0,66.88,2,5500
10029,Jigani,3 BHK,1252.0,3.0,59.0,3,4712
10030,Hormavu,2 BHK,1196.0,2.0,44.8,2,3745
10031,Kudlu,2 BHK,1027.0,2.0,44.0,2,4284
10032,Padmanabhanagar,3 Bedroom,610.0,2.0,75.0,3,12295
10033,other,3 BHK,1270.0,2.0,57.15,3,4500
10034,Mico Layout,2 BHK,1171.0,2.0,39.0,2,3330
10035,Kothannur,3 BHK,1215.0,2.0,48.6,3,4000
10036,other,1 Bedroom,600.0,1.0,20.0,1,3333
10037,Whitefield,2 BHK,1180.0,2.0,77.0,2,6525
10038,Electronic City Phase II,2 BHK,1160.0,2.0,33.51,2,2888
10039,other,4 Bedroom,4382.0,4.0,400.0,4,9128
10040,Whitefield,3 BHK,2140.0,3.0,139.0,3,6495
10041,Yeshwanthpur,3 BHK,1500.0,3.0,100.0,3,6666
10042,Banaswadi,2 BHK,1008.0,2.0,52.0,2,5158
10043,Ambedkar Nagar,3 BHK,1921.0,4.0,129.0,3,6715
10044,Electronic City,2 BHK,1127.0,2.0,32.0,2,2839
10045,Rajaji Nagar,3 BHK,1621.0,3.0,124.0,3,7649
10046,other,3 Bedroom,2400.0,3.0,360.0,3,15000
10047,other,3 BHK,1030.0,2.0,77.25,3,7500
10048,Whitefield,2 BHK,1314.0,2.0,84.0,2,6392
10049,Choodasandra,3 BHK,1220.0,3.0,56.0,3,4590
10050,Banashankari Stage VI,4 Bedroom,600.0,3.0,97.0,4,16166
10051,JP Nagar,3 BHK,1590.0,2.0,85.0,3,5345
10052,Shivaji Nagar,2 BHK,703.0,2.0,49.5,2,7041
10053,Hosakerehalli,3 BHK,1795.0,3.0,64.62,3,3600
10054,Gottigere,4 Bedroom,3000.0,3.0,132.0,4,4400
10055,Sarjapur  Road,4 BHK,4395.0,4.0,242.0,4,5506
10056,Electronic City,2 BHK,825.0,2.0,35.0,2,4242
10057,Yelahanka,4 BHK,4025.0,6.0,350.0,4,8695
10058,other,3 BHK,1254.0,2.0,70.0,3,5582
10059,Ramagondanahalli,3 BHK,2040.0,3.0,114.0,3,5588
10060,Thigalarapalya,3 BHK,2215.0,4.0,154.0,3,6952
10061,Jalahalli,2 BHK,1478.0,2.0,125.0,2,8457
10062,Malleshwaram,3 BHK,2475.0,4.0,337.0,3,13616
10063,other,3 BHK,1669.0,3.0,298.0,3,17855
10064,other,3 BHK,1820.0,3.0,79.5,3,4368
10065,Horamavu Agara,3 BHK,1623.0,3.0,89.0,3,5483
10066,Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700
10067,Electronic City,2 BHK,1200.0,2.0,40.5,2,3375
10068,Gottigere,3 BHK,1613.0,3.0,72.0,3,4463
10069,other,2 BHK,1293.0,2.0,80.0,2,6187
10070,Hoskote,2 BHK,1065.0,2.0,28.5,2,2676
10071,Kudlu Gate,2 BHK,940.0,2.0,69.57,2,7401
10072,Sarjapur  Road,3 BHK,1181.0,2.0,65.0,3,5503
10073,Malleshwaram,3 BHK,2215.0,3.0,275.0,3,12415
10074,Marathahalli,1 BHK,1100.0,2.0,75.0,1,6818
10075,other,2 BHK,1050.0,2.0,36.0,2,3428
10076,Subramanyapura,3 BHK,1260.0,2.0,75.0,3,5952
10077,Banashankari Stage II,5 BHK,2800.0,3.0,425.0,5,15178
10078,other,3 BHK,1500.0,3.0,56.0,3,3733
10079,KR Puram,6 Bedroom,1200.0,6.0,132.0,6,11000
10080,other,2 Bedroom,1000.0,2.0,66.0,2,6600
10081,Whitefield,3 BHK,1530.0,3.0,73.0,3,4771
10082,HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035
10083,other,3 BHK,1864.0,3.0,115.0,3,6169
10084,Sarjapur,3 BHK,1575.0,3.0,55.0,3,3492
10085,Attibele,3 Bedroom,1200.0,3.0,105.0,3,8750
10086,Raja Rajeshwari Nagar,2 BHK,945.0,2.0,45.0,2,4761
10087,Sarjapur  Road,3 BHK,1691.0,3.0,100.0,3,5913
10088,other,2 Bedroom,1200.0,2.0,135.0,2,11250
10089,Electronic City Phase II,3 BHK,1220.0,3.0,35.25,3,2889
10090,Kengeri,1 BHK,600.0,1.0,35.0,1,5833
10091,Whitefield,2 BHK,1160.0,2.0,39.0,2,3362
10092,other,3 BHK,1950.0,2.0,89.5,3,4589
10093,Vittasandra,3 BHK,1650.0,3.0,85.0,3,5151
10094,other,4 Bedroom,2400.0,4.0,150.0,4,6250
10095,Abbigere,2 BHK,795.0,1.0,32.6,2,4100
10096,other,5 Bedroom,800.0,5.0,95.0,5,11875
10097,TC Palaya,5 Bedroom,1400.0,5.0,97.0,5,6928
10098,Kalyan nagar,3 BHK,2285.0,4.0,165.0,3,7221
10099,Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700
10100,other,2 BHK,1263.0,2.0,51.5,2,4077
10101,other,5 BHK,1200.0,4.0,115.0,5,9583
10102,Hennur,3 BHK,1345.0,2.0,69.0,3,5130
10103,other,5 Bedroom,4400.0,5.0,240.0,5,5454
10104,Electronic City,3 BHK,1360.0,2.0,58.0,3,4264
10105,Sarjapur  Road,2 BHK,1026.0,2.0,60.55,2,5901
10106,other,2 BHK,1050.0,2.0,38.0,2,3619
10107,Uttarahalli,3 BHK,1460.0,3.0,76.0,3,5205
10108,other,3 BHK,1525.0,2.0,91.48,3,5998
10109,Kanakpura Road,3 BHK,1843.0,3.0,85.0,3,4612
10110,Ananth Nagar,2 BHK,1000.0,2.0,25.0,2,2500
10111,Koramangala,3 BHK,1642.0,2.0,115.0,3,7003
10112,TC Palaya,3 Bedroom,1200.0,2.0,66.0,3,5500
10113,other,2 BHK,975.0,2.0,60.0,2,6153
10114,Bisuvanahalli,3 BHK,1075.0,2.0,44.0,3,4093
10115,Panathur,2 BHK,1210.0,2.0,77.93,2,6440
10116,other,3 BHK,2000.0,3.0,100.0,3,5000
10117,Akshaya Nagar,2 BHK,1225.0,2.0,68.0,2,5551
10118,Jakkur,2 BHK,1290.0,2.0,80.04,2,6204
10119,other,2 BHK,1220.0,2.0,56.0,2,4590
10120,other,1 Bedroom,1500.0,2.0,85.0,1,5666
10121,Kaggadasapura,2 BHK,1361.0,2.0,79.0,2,5804
10122,Frazer Town,5 Bedroom,2801.25,4.0,462.0,5,16492
10123,1st Phase JP Nagar,2 BHK,1394.0,2.0,85.0,2,6097
10124,Yelahanka,2 BHK,870.0,2.0,27.0,2,3103
10125,other,4 Bedroom,5000.0,5.0,300.0,4,6000
10126,Rajaji Nagar,2 BHK,1222.0,2.0,98.0,2,8019
10127,Hebbal,2 BHK,1420.0,2.0,99.39,2,6999
10128,Bellandur,3 BHK,1846.0,3.0,135.0,3,7313
10129,Benson Town,2 Bedroom,1688.12,2.0,270.0,2,15994
10130,Yeshwanthpur,2 BHK,1167.0,2.0,64.08,2,5491
10131,Ananth Nagar,2 BHK,902.0,2.0,25.0,2,2771
10132,Kannamangala,4 BHK,2422.0,4.0,135.0,4,5573
10133,Rachenahalli,2 BHK,1050.0,2.0,52.5,2,5000
10134,other,2 BHK,1000.0,2.0,50.0,2,5000
10135,Kundalahalli,2 BHK,1260.0,2.0,58.0,2,4603
10136,Banashankari Stage II,3 Bedroom,3000.0,3.0,450.0,3,15000
10137,Jigani,2 BHK,939.0,2.0,39.0,2,4153
10138,Konanakunte,9 Bedroom,1590.0,6.0,150.0,9,9433
10139,Jalahalli,1 Bedroom,600.0,1.0,37.0,1,6166
10140,8th Phase JP Nagar,2 BHK,1298.0,2.0,59.0,2,4545
10141,Marathahalli,3 BHK,1710.0,3.0,135.0,3,7894
10142,Subramanyapura,2 BHK,1000.0,2.0,45.0,2,4500
10143,Ramagondanahalli,3 BHK,3350.0,3.0,150.0,3,4477
10144,other,2 Bedroom,1200.0,4.0,138.0,2,11500
10145,other,2 BHK,1100.0,2.0,68.0,2,6181
10146,Jalahalli,1 BHK,615.0,1.0,46.0,1,7479
10147,Sarjapur  Road,2 BHK,1350.0,2.0,85.0,2,6296
10148,Sultan Palaya,4 Bedroom,5000.0,5.0,325.0,4,6500
10149,Cunningham Road,3 BHK,2700.0,3.0,501.0,3,18555
10150,other,6 Bedroom,4000.0,6.0,460.0,6,11500
10151,Hegde Nagar,3 BHK,1718.0,3.0,130.0,3,7566
10152,7th Phase JP Nagar,3 BHK,1680.0,3.0,112.0,3,6666
10153,Hulimavu,2 Bedroom,1500.0,2.0,90.0,2,6000
10154,Sarjapur  Road,3 BHK,1157.0,2.0,72.0,3,6222
10155,Akshaya Nagar,2 BHK,1179.0,2.0,51.0,2,4325
10156,Hulimavu,2 BHK,1315.0,2.0,60.48,2,4599
10157,other,2 BHK,1105.0,2.0,28.18,2,2550
10158,Banashankari,3 BHK,1800.0,3.0,175.0,3,9722
10159,Jalahalli East,2 BHK,1010.0,2.0,52.0,2,5148
10160,Electronic City,1 BHK,630.0,1.0,46.0,1,7301
10161,Anekal,2 Bedroom,1200.0,2.0,36.1,2,3008
10162,Kaval Byrasandra,2 BHK,1025.0,2.0,60.0,2,5853
10163,Hennur Road,2 BHK,1195.0,2.0,59.0,2,4937
10164,Whitefield,2 BHK,1012.0,2.0,58.0,2,5731
10165,Hegde Nagar,3 BHK,1884.0,4.0,118.0,3,6263
10166,Sarjapura - Attibele Road,2 BHK,1090.0,2.0,37.0,2,3394
10167,Kathriguppe,3 BHK,1300.0,3.0,77.99,3,5999
10168,other,4 BHK,2950.0,4.0,250.0,4,8474
10169,Harlur,3 BHK,1710.0,3.0,85.0,3,4970
10170,Uttarahalli,3 BHK,1500.0,3.0,68.0,3,4533
10171,Kodichikkanahalli,3 BHK,1310.0,2.0,53.0,3,4045
10172,Dommasandra,2 BHK,674.0,1.0,19.9,2,2952
10173,Hoodi,3 BHK,1350.0,3.0,70.0,3,5185
10174,other,3 BHK,1464.0,2.0,115.0,3,7855
10175,Marsur,3 BHK,715.0,2.0,29.0,3,4055
10176,Electronic City,3 BHK,1400.0,2.0,40.45,3,2889
10177,Electronic City Phase II,3 BHK,1625.0,2.0,48.75,3,3000
10178,Electronic City,2 BHK,1065.0,2.0,30.76,2,2888
10179,Kumaraswami Layout,6 Bedroom,510.0,4.0,70.0,6,13725
10180,other,3 BHK,1385.0,3.0,90.0,3,6498
10181,CV Raman Nagar,2 BHK,1040.0,2.0,50.0,2,4807
10182,Haralur Road,3 BHK,1817.0,3.0,110.0,3,6053
10183,other,2 BHK,1205.0,2.0,47.0,2,3900
10184,other,2 BHK,1070.0,2.0,33.43,2,3124
10185,other,2 BHK,1070.0,2.0,52.0,2,4859
10186,Amruthahalli,2 BHK,1340.0,2.0,75.0,2,5597
10187,Kalena Agrahara,2 BHK,980.0,2.0,35.0,2,3571
10188,8th Phase JP Nagar,2 BHK,1006.0,2.0,44.0,2,4373
10189,Thanisandra,2 BHK,1098.0,2.0,71.0,2,6466
10190,Mico Layout,2 BHK,1200.0,2.0,53.5,2,4458
10191,Thigalarapalya,4 BHK,4190.0,4.0,325.0,4,7756
10192,Sarjapur  Road,2 BHK,1019.0,2.0,62.0,2,6084
10193,Whitefield,2 BHK,1150.0,2.0,40.21,2,3496
10194,Anekal,3 Bedroom,1733.5,3.0,120.0,3,6922
10195,other,2 BHK,1415.0,2.0,120.0,2,8480
10196,other,3 BHK,1750.0,3.0,58.0,3,3314
10197,other,3 BHK,1537.0,3.0,81.0,3,5270
10198,other,2 BHK,1050.0,2.0,45.0,2,4285
10199,Kanakpura Road,3 BHK,1452.0,3.0,55.6,3,3829
10200,Domlur,2 BHK,1246.0,2.0,95.0,2,7624
10201,Yelahanka,3 BHK,1890.0,4.0,85.0,3,4497
10202,Electronic City Phase II,2 BHK,972.0,2.0,40.0,2,4115
10203,other,4 Bedroom,10624.0,4.0,2340.0,4,22025
10204,Brookefield,4 Bedroom,1500.0,5.0,160.0,4,10666
10205,Electronic City,1 BHK,630.0,1.0,33.7,1,5349
10206,Kothanur,8 Bedroom,1050.0,5.0,80.0,8,7619
10207,other,3 BHK,1255.0,2.0,60.0,3,4780
10208,Ramamurthy Nagar,4 Bedroom,1900.0,4.0,185.0,4,9736
10209,Doddaballapur,3 Bedroom,2440.0,3.0,142.0,3,5819
10210,Kanakpura Road,3 BHK,1938.0,3.0,92.69,3,4782
10211,Bannerghatta Road,3 BHK,1711.0,3.0,125.0,3,7305
10212,Nagarbhavi,5 Bedroom,1200.0,4.0,240.0,5,20000
10213,CV Raman Nagar,2 BHK,1392.0,2.0,95.0,2,6824
10214,Haralur Road,2 BHK,1225.0,2.0,77.0,2,6285
10215,Sarjapur  Road,4 BHK,3418.0,3.0,235.0,4,6875
10216,Green Glen Layout,3 BHK,1750.0,3.0,120.0,3,6857
10217,Subramanyapura,3 BHK,1260.0,2.0,80.0,3,6349
10218,Sarjapur  Road,1 BHK,691.0,1.0,31.1,1,4500
10219,BTM 2nd Stage,4 Bedroom,2400.0,3.0,400.0,4,16666
10220,Haralur Road,2 BHK,1285.0,2.0,78.0,2,6070
10221,Hebbal,3 BHK,1590.0,3.0,96.0,3,6037
10222,9th Phase JP Nagar,3 BHK,1571.0,3.0,65.0,3,4137
10223,Hebbal Kempapura,5 Bedroom,2800.0,5.0,220.0,5,7857
10224,Garudachar Palya,2 BHK,1060.0,2.0,48.66,2,4590
10225,Hennur,2 BHK,1255.0,2.0,58.0,2,4621
10226,other,4 Bedroom,702.0,4.0,65.0,4,9259
10227,other,3 Bedroom,2400.0,2.0,185.0,3,7708
10228,Bannerghatta Road,3 BHK,1520.0,2.0,81.0,3,5328
10229,other,2 BHK,1170.0,2.0,45.51,2,3889
10230,OMBR Layout,3 BHK,1580.0,3.0,75.0,3,4746
10231,Ardendale,3 BHK,1777.26,3.0,89.0,3,5007
10232,Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,55.78,2,4280
10233,Kodichikkanahalli,2 BHK,1680.0,2.0,59.0,2,3511
10234,Whitefield,3 BHK,1495.0,2.0,70.0,3,4682
10235,Yelahanka,3 BHK,1835.0,3.0,108.0,3,5885
10236,Banjara Layout,3 Bedroom,610.0,3.0,60.0,3,9836
10237,other,2 BHK,1080.0,2.0,38.0,2,3518
10238,Electronic City,2 BHK,1025.0,2.0,29.61,2,2888
10239,Haralur Road,2 BHK,1225.0,2.0,67.48,2,5508
10240,Balagere,1 BHK,656.0,1.0,34.77,1,5300
10241,Sarjapur  Road,2 BHK,994.0,2.0,45.0,2,4527
10242,other,2 BHK,1025.0,2.0,65.0,2,6341
10243,Marathahalli,2 BHK,1156.0,2.0,52.0,2,4498
10244,JP Nagar,2 BHK,1250.0,2.0,60.0,2,4800
10245,Kundalahalli,4 Bedroom,3092.0,4.0,230.0,4,7438
10246,Hegde Nagar,3 BHK,1930.0,4.0,122.0,3,6321
10247,other,2 BHK,1020.0,2.0,70.0,2,6862
10248,Kumaraswami Layout,3 BHK,1310.0,2.0,70.0,3,5343
10249,Jalahalli,1 BHK,612.5,1.0,27.565,1,4500
10250,Kanakpura Road,2 BHK,1322.0,2.0,70.0,2,5295
10251,Kothanur,2 BHK,1160.0,2.0,57.0,2,4913
10252,5th Block Hbr Layout,2 BHK,1100.0,2.0,48.0,2,4363
10253,Lakshminarayana Pura,3 BHK,1720.0,3.0,150.0,3,8720
10254,Hosur Road,3 BHK,1689.0,3.0,103.0,3,6098
10255,Chikkalasandra,2 BHK,1090.0,2.0,47.42,2,4350
10256,KR Puram,2 BHK,2000.0,2.0,75.0,2,3750
10257,other,2 BHK,1155.0,2.0,69.0,2,5974
10258,Vishveshwarya Layout,6 Bedroom,4000.0,6.0,230.0,6,5750
10259,Sarjapur  Road,4 Bedroom,3913.0,5.0,176.0,4,4497
10260,Hebbal,3 BHK,3520.0,5.0,320.0,3,9090
10261,JP Nagar,2 BHK,1125.0,2.0,39.98,2,3553
10262,Yelahanka,3 BHK,1847.0,3.0,92.0,3,4981
10263,7th Phase JP Nagar,3 BHK,1515.0,2.0,76.0,3,5016
10264,Raja Rajeshwari Nagar,8 Bedroom,3450.0,7.0,225.0,8,6521
10265,Yelahanka,5 Bedroom,2500.0,3.0,120.0,5,4800
10266,Sarjapur  Road,2 BHK,1130.0,2.0,55.0,2,4867
10267,Bellandur,2 BHK,1049.0,2.0,51.0,2,4861
10268,Amruthahalli,3 BHK,2650.0,4.0,175.0,3,6603
10269,Varthur Road,2 BHK,850.0,2.0,25.4,2,2988
10270,Badavala Nagar,3 BHK,1842.0,3.0,115.0,3,6243
10271,other,5 Bedroom,2600.0,5.0,370.0,5,14230
10272,Jakkur,2 BHK,1282.0,2.0,72.0,2,5616
10273,Kalena Agrahara,2 BHK,800.0,2.0,40.0,2,5000
10274,other,4 Bedroom,1200.0,4.0,240.0,4,20000
10275,Chandapura,3 BHK,1190.0,2.0,30.35,3,2550
10276,Magadi Road,3 BHK,1318.0,2.0,68.0,3,5159
10277,Kanakpura Road,2 BHK,1698.0,2.0,105.0,2,6183
10278,other,3 BHK,2030.0,2.0,182.0,3,8965
10279,Kammasandra,3 BHK,1276.0,2.0,31.9,3,2500
10280,other,3 BHK,1555.0,2.0,67.0,3,4308
10281,Sarjapur  Road,3 BHK,1881.0,3.0,145.0,3,7708
10282,other,3 BHK,2900.0,3.0,325.0,3,11206
10283,Yelahanka,3 BHK,1890.0,3.0,109.0,3,5767
10284,other,5 BHK,900.0,5.0,135.0,5,15000
10285,Old Madras Road,2 BHK,935.0,2.0,32.0,2,3422
10286,Cox Town,2 BHK,1000.0,2.0,58.0,2,5800
10287,Singasandra,3 BHK,1510.0,3.0,75.0,3,4966
10288,Uttarahalli,2 BHK,1120.0,2.0,50.0,2,4464
10289,Ananth Nagar,2 BHK,930.0,2.0,25.99,2,2794
10290,Electronic City,3 BHK,1160.0,2.0,42.0,3,3620
10291,Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,48.1,2,3389
10292,Talaghattapura,2 BHK,1175.0,2.0,62.0,2,5276
10293,Bellandur,3 BHK,1350.0,2.0,63.0,3,4666
10294,Malleshwaram,3 BHK,2215.0,3.0,330.0,3,14898
10295,Attibele,2 BHK,996.0,2.0,24.9,2,2500
10296,Anjanapura,2 BHK,1076.0,2.0,30.13,2,2800
10297,other,4 BHK,2180.0,4.0,115.0,4,5275
10298,Kasavanhalli,3 BHK,1715.0,3.0,112.0,3,6530
10299,Hebbal,2 BHK,1072.0,2.0,45.0,2,4197
10300,Panathur,2 BHK,1230.0,2.0,80.0,2,6504
10301,Murugeshpalya,3 BHK,1600.0,2.0,65.0,3,4062
10302,Thanisandra,3 BHK,1411.0,3.0,93.25,3,6608
10303,Rayasandra,5 BHK,3600.0,5.0,145.0,5,4027
10304,Jalahalli,3 BHK,2404.0,3.0,138.0,3,5740
